age,housingtype,yearly_income,cpf_balance,yearly_expenditure,savings,quality_of_life,disaster_preparedness,retirement_readiness
49,5-Room,115000,1233950.0,60000,333500.0,10,7,10
49,Apartment,146000,1566580.0,72000,423400.0,10,10,7
49,1&2-Room Flat,132000,1416360.0,108000,382800.0,10,10,8
34,3-Room Flat,61000,315980.0,60000,85400.0,2,1,4
61,5-Room,72000,1027440.0,96000,295200.0,9,8,8
62,Executive Flat,115000,1666350.0,60000,483000.0,10,9,10
64,4-Room Flat,125000,1866250.0,60000,550000.0,10,10,10
22,Executive Flat,43000,31820.0,16000,8600.0,1,1,1
59,Executive Flat,58000,802140.0,108000,226200.0,5,5,8
65,1&2-Room Flat,74000,1121100.0,84000,333000.0,10,10,7
24,1&2-Room Flat,46000,68080.0,13000,18400.0,1,2,4
37,Condominium,69000,434010.0,108000,117300.0,2,3,2
46,5-Room,134000,1289080.0,108000,348400.0,10,10,8
64,3-Room Flat,72000,1074960.0,60000,316800.0,10,9,7
45,1&2-Room Flat,53000,490250.0,84000,132500.0,3,2,2
50,1&2-Room Flat,142000,1576200.0,96000,426000.0,10,9,9
56,Executive Flat,105000,1382850.0,72000,378000.0,10,10,7
36,3-Room Flat,74000,438080.0,84000,118400.0,3,6,1
34,Condominium,73000,378140.0,72000,102200.0,3,6,5
48,Landed Property,96000,994560.0,84000,268800.0,9,9,10
49,4-Room Flat,127000,1362710.0,108000,368300.0,10,10,9
30,3-Room Flat,80000,296000.0,108000,80000.0,1,4,4
20,5-Room,31000,0.0,12000,0.0,1,1,1
43,Condominium,106000,902060.0,72000,243800.0,9,6,10
57,4-Room Flat,142000,1901380.0,84000,525400.0,10,10,8
30,1&2-Room Flat,55000,203500.0,84000,55000.0,1,1,1
40,5-Room,79000,584600.0,96000,158000.0,4,5,5
56,1&2-Room Flat,128000,1685760.0,72000,460800.0,10,10,9
36,5-Room,61000,361120.0,108000,97600.0,1,1,3
27,4-Room Flat,63000,163170.0,10000,44100.0,3,3,4
52,1&2-Room Flat,150000,1776000.0,84000,480000.0,10,10,9
44,4-Room Flat,79000,701520.0,84000,189600.0,6,5,5
34,5-Room,52000,269360.0,108000,72800.0,1,1,3
48,Condominium,136000,1408960.0,72000,380800.0,10,10,10
64,Condominium,74000,1104820.0,96000,325600.0,10,10,7
36,5-Room,60000,355200.0,72000,96000.0,2,1,1
27,4-Room Flat,46000,119140.0,17000,32200.0,2,5,1
28,3-Room Flat,79000,233840.0,10000,63200.0,4,4,4
29,Executive Flat,55000,183150.0,17000,49500.0,2,1,2
36,Landed Property,75000,444000.0,108000,120000.0,2,1,5
49,Landed Property,60000,643800.0,108000,174000.0,4,5,1
39,3-Room Flat,46000,323380.0,108000,87400.0,1,2,2
44,Apartment,93000,825840.0,108000,223200.0,6,4,3
28,Executive Flat,62000,183520.0,6000,49600.0,3,1,2
46,4-Room Flat,119000,1144780.0,96000,309400.0,10,10,10
36,Condominium,55000,325600.0,96000,88000.0,1,1,2
47,5-Room,90000,899100.0,72000,243000.0,8,7,5
57,Landed Property,118000,1580020.0,96000,436600.0,10,8,10
53,Landed Property,84000,1025640.0,60000,277200.0,10,10,10
54,Condominium,136000,1710880.0,72000,462400.0,10,10,10
58,3-Room Flat,105000,1429050.0,96000,399000.0,10,9,10
44,Apartment,107000,950160.0,84000,256800.0,9,10,6
50,Landed Property,68000,754800.0,84000,204000.0,6,5,6
56,Executive Flat,52000,684840.0,96000,187200.0,4,2,2
45,Condominium,104000,962000.0,84000,260000.0,9,10,6
53,3-Room Flat,81000,989010.0,60000,267300.0,9,8,9
49,1&2-Room Flat,88000,944240.0,72000,255200.0,9,8,7
56,5-Room,124000,1633080.0,60000,446400.0,10,7,10
63,4-Room Flat,123000,1809330.0,96000,528900.0,10,9,10
26,1&2-Room Flat,45000,99900.0,17000,27000.0,1,1,1
23,Executive Flat,59000,65490.0,12000,17700.0,2,4,3
45,1&2-Room Flat,80000,740000.0,96000,200000.0,6,3,9
59,1&2-Room Flat,104000,1438320.0,108000,405600.0,10,10,10
55,Executive Flat,128000,1657600.0,60000,448000.0,10,8,10
37,5-Room,41000,257890.0,84000,69700.0,1,4,4
40,Condominium,40000,296000.0,96000,80000.0,1,4,2
26,1&2-Room Flat,58000,128760.0,17000,34800.0,2,1,1
20,3-Room Flat,42000,0.0,17000,0.0,1,1,1
56,5-Room,149000,1962330.0,72000,536400.0,10,10,7
47,Apartment,144000,1438560.0,84000,388800.0,10,10,9
52,5-Room,135000,1598400.0,60000,432000.0,10,8,10
29,Executive Flat,62000,206460.0,13000,55800.0,3,1,5
55,3-Room Flat,134000,1735300.0,96000,469000.0,10,10,10
64,Landed Property,132000,1970760.0,72000,580800.0,10,9,7
63,3-Room Flat,85000,1250350.0,96000,365500.0,10,7,7
49,1&2-Room Flat,111000,1191030.0,84000,321900.0,10,10,7
41,3-Room Flat,116000,901320.0,60000,243600.0,9,10,10
29,1&2-Room Flat,78000,259740.0,8000,70200.0,4,3,2
39,4-Room Flat,60000,421800.0,96000,114000.0,2,2,1
29,5-Room,66000,219780.0,12000,59400.0,3,3,1
29,4-Room Flat,65000,216450.0,19000,58500.0,3,5,6
27,Executive Flat,59000,152810.0,15000,41300.0,2,1,1
38,Condominium,51000,339660.0,96000,91800.0,1,1,1
32,5-Room,55000,244200.0,60000,66000.0,2,5,5
59,1&2-Room Flat,117000,1618110.0,72000,456300.0,10,10,10
33,1&2-Room Flat,73000,351130.0,108000,94900.0,1,3,1
65,Apartment,64000,969600.0,72000,288000.0,9,7,10
65,4-Room Flat,140000,2121000.0,108000,630000.0,10,10,9
27,3-Room Flat,55000,142450.0,9000,38500.0,2,5,1
32,3-Room Flat,68000,301920.0,108000,81600.0,1,2,1
49,1&2-Room Flat,99000,1062270.0,96000,287100.0,9,7,6
63,Apartment,108000,1588680.0,84000,464400.0,10,10,8
38,Executive Flat,59000,392940.0,108000,106200.0,1,1,1
44,5-Room,89000,790320.0,108000,213600.0,6,9,9
60,Executive Flat,104000,1461200.0,60000,416000.0,10,10,7
54,3-Room Flat,69000,868020.0,72000,234600.0,7,6,9
36,3-Room Flat,69000,408480.0,108000,110400.0,2,1,5
29,4-Room Flat,44000,146520.0,15000,39600.0,2,1,3
32,4-Room Flat,66000,293040.0,96000,79200.0,1,4,2
38,Apartment,80000,532800.0,96000,144000.0,4,6,1
26,3-Room Flat,69000,153180.0,5000,41400.0,3,4,3
20,3-Room Flat,31000,0.0,7000,0.0,1,1,1
37,4-Room Flat,44000,276760.0,84000,74800.0,1,1,1
25,5-Room,38000,70300.0,13000,19000.0,1,1,4
60,Landed Property,128000,1798400.0,96000,512000.0,10,10,7
24,3-Room Flat,51000,75480.0,6000,20400.0,2,1,1
58,Apartment,85000,1156850.0,72000,323000.0,10,10,10
62,Apartment,144000,2086560.0,60000,604800.0,10,10,10
34,4-Room Flat,57000,295260.0,96000,79800.0,1,1,3
59,4-Room Flat,118000,1631940.0,72000,460200.0,10,10,10
65,Apartment,53000,802950.0,60000,238500.0,7,6,8
43,Condominium,77000,655270.0,60000,177100.0,6,5,7
64,Executive Flat,83000,1239190.0,96000,365200.0,10,7,7
34,1&2-Room Flat,65000,336700.0,96000,91000.0,2,1,4
60,Landed Property,56000,786800.0,108000,224000.0,5,4,5
64,4-Room Flat,78000,1164540.0,60000,343200.0,10,10,10
24,4-Room Flat,52000,76960.0,6000,20800.0,2,1,1
35,3-Room Flat,54000,299700.0,108000,81000.0,1,4,1
25,1&2-Room Flat,44000,81400.0,9000,22000.0,1,1,4
44,1&2-Room Flat,143000,1269840.0,108000,343200.0,10,10,7
21,4-Room Flat,47000,17390.0,14000,4700.0,1,1,2
38,4-Room Flat,57000,379620.0,60000,102600.0,3,2,5
63,1&2-Room Flat,84000,1235640.0,72000,361200.0,10,10,10
30,3-Room Flat,53000,196100.0,72000,53000.0,1,1,1
46,5-Room,84000,808080.0,108000,218400.0,6,5,9
22,Executive Flat,54000,39960.0,18000,10800.0,1,3,1
45,Landed Property,58000,536500.0,72000,145000.0,4,2,2
41,Executive Flat,103000,800310.0,60000,216300.0,8,9,6
59,1&2-Room Flat,87000,1203210.0,60000,339300.0,10,9,8
36,Apartment,51000,301920.0,84000,81600.0,1,1,1
55,Landed Property,105000,1359750.0,108000,367500.0,10,8,9
32,Condominium,40000,177600.0,108000,48000.0,1,1,3
37,1&2-Room Flat,61000,383690.0,60000,103700.0,3,1,6
26,Executive Flat,71000,157620.0,6000,42600.0,3,1,2
52,3-Room Flat,112000,1326080.0,60000,358400.0,10,7,8
41,Landed Property,88000,683760.0,108000,184800.0,5,3,2
65,4-Room Flat,68000,1030200.0,72000,306000.0,10,9,10
35,1&2-Room Flat,41000,227550.0,96000,61500.0,1,3,3
27,5-Room,67000,173530.0,16000,46900.0,3,1,1
36,4-Room Flat,42000,248640.0,84000,67200.0,1,1,4
39,Landed Property,45000,316350.0,84000,85500.0,1,1,1
36,4-Room Flat,80000,473600.0,84000,128000.0,4,7,5
38,1&2-Room Flat,66000,439560.0,60000,118800.0,4,1,7
54,Landed Property,75000,943500.0,72000,255000.0,8,10,7
47,Condominium,76000,759240.0,84000,205200.0,6,3,6
22,1&2-Room Flat,34000,25160.0,20000,6800.0,1,1,1
26,5-Room,52000,115440.0,7000,31200.0,2,1,4
45,Landed Property,148000,1369000.0,60000,370000.0,10,7,10
31,Executive Flat,68000,276760.0,96000,74800.0,1,1,1
29,4-Room Flat,47000,156510.0,19000,42300.0,2,1,5
46,Executive Flat,100000,962000.0,84000,260000.0,9,10,7
63,3-Room Flat,71000,1044410.0,84000,305300.0,9,10,8
52,1&2-Room Flat,55000,651200.0,84000,176000.0,4,3,5
43,4-Room Flat,70000,595700.0,96000,161000.0,4,2,4
34,3-Room Flat,64000,331520.0,60000,89600.0,3,2,4
24,1&2-Room Flat,60000,88800.0,18000,24000.0,2,1,1
58,3-Room Flat,101000,1374610.0,84000,383800.0,10,10,8
33,Condominium,47000,226070.0,96000,61100.0,1,1,1
35,Condominium,43000,238650.0,96000,64500.0,1,3,2
62,3-Room Flat,98000,1420020.0,96000,411600.0,10,10,10
28,5-Room,46000,136160.0,14000,36800.0,2,4,1
45,5-Room,66000,610500.0,84000,165000.0,4,4,2
55,5-Room,97000,1256150.0,84000,339500.0,10,9,8
38,1&2-Room Flat,69000,459540.0,108000,124200.0,2,2,4
30,Apartment,77000,284900.0,96000,77000.0,1,1,4
47,3-Room Flat,112000,1118880.0,96000,302400.0,10,10,7
21,1&2-Room Flat,53000,19610.0,18000,5300.0,1,1,4
62,5-Room,99000,1434510.0,84000,415800.0,10,10,10
54,Condominium,130000,1635400.0,84000,442000.0,10,10,10
64,Condominium,126000,1881180.0,108000,554400.0,10,7,8
52,5-Room,72000,852480.0,84000,230400.0,7,7,8
64,3-Room Flat,123000,1836390.0,108000,541200.0,10,7,10
44,Apartment,131000,1163280.0,108000,314400.0,10,9,8
48,Executive Flat,77000,797720.0,96000,215600.0,6,3,4
32,Condominium,75000,333000.0,108000,90000.0,1,1,1
43,3-Room Flat,57000,485070.0,96000,131100.0,3,4,6
59,5-Room,106000,1465980.0,72000,413400.0,10,7,10
55,Landed Property,65000,841750.0,96000,227500.0,6,6,4
54,Executive Flat,112000,1408960.0,60000,380800.0,10,8,10
51,Executive Flat,136000,1559920.0,108000,421600.0,10,10,8
64,3-Room Flat,140000,2090200.0,60000,616000.0,10,10,10
26,1&2-Room Flat,70000,155400.0,16000,42000.0,3,2,5
32,3-Room Flat,61000,270840.0,60000,73200.0,2,2,3
32,Executive Flat,50000,222000.0,108000,60000.0,1,1,1
45,4-Room Flat,111000,1026750.0,72000,277500.0,10,10,10
44,Executive Flat,147000,1305360.0,84000,352800.0,10,10,10
28,5-Room,59000,174640.0,5000,47200.0,3,1,5
22,Executive Flat,33000,24420.0,15000,6600.0,1,1,1
48,Executive Flat,74000,766640.0,72000,207200.0,6,5,6
60,4-Room Flat,61000,857050.0,96000,244000.0,6,7,8
47,4-Room Flat,97000,969030.0,84000,261900.0,9,7,8
33,5-Room,64000,307840.0,108000,83200.0,1,1,1
48,5-Room,106000,1098160.0,60000,296800.0,10,10,7
49,1&2-Room Flat,83000,890590.0,84000,240700.0,7,8,6
43,Apartment,75000,638250.0,108000,172500.0,4,2,3
65,1&2-Room Flat,148000,2242200.0,84000,666000.0,10,7,7
50,Landed Property,92000,1021200.0,84000,276000.0,9,10,10
21,5-Room,31000,11470.0,14000,3100.0,1,1,4
20,3-Room Flat,51000,0.0,12000,0.0,1,1,2
23,5-Room,42000,46620.0,18000,12600.0,1,1,1
61,5-Room,149000,2126230.0,108000,610900.0,10,8,10
46,Landed Property,138000,1327560.0,72000,358800.0,10,10,10
38,Executive Flat,74000,492840.0,108000,133200.0,3,4,4
45,1&2-Room Flat,132000,1221000.0,108000,330000.0,10,7,8
28,Executive Flat,62000,183520.0,16000,49600.0,3,3,2
54,3-Room Flat,95000,1195100.0,72000,323000.0,10,10,10
30,4-Room Flat,56000,207200.0,72000,56000.0,1,2,4
56,4-Room Flat,132000,1738440.0,96000,475200.0,10,10,10
21,1&2-Room Flat,57000,21090.0,11000,5700.0,1,1,1
45,4-Room Flat,128000,1184000.0,84000,320000.0,10,10,7
64,4-Room Flat,85000,1269050.0,72000,374000.0,10,10,10
47,Landed Property,72000,719280.0,108000,194400.0,5,6,7
30,1&2-Room Flat,61000,225700.0,108000,61000.0,1,1,1
48,4-Room Flat,111000,1149960.0,72000,310800.0,10,10,10
36,Executive Flat,66000,390720.0,96000,105600.0,2,2,1
57,5-Room,118000,1580020.0,96000,436600.0,10,8,7
26,1&2-Room Flat,54000,119880.0,12000,32400.0,2,4,3
28,Executive Flat,54000,159840.0,5000,43200.0,3,5,2
51,3-Room Flat,142000,1628740.0,84000,440200.0,10,9,10
63,Landed Property,117000,1721070.0,72000,503100.0,10,9,7
39,1&2-Room Flat,49000,344470.0,108000,93100.0,1,4,1
39,Landed Property,49000,344470.0,60000,93100.0,2,3,1
61,Landed Property,71000,1013170.0,108000,291100.0,8,6,5
21,Executive Flat,60000,22200.0,9000,6000.0,1,3,2
32,Condominium,57000,253080.0,108000,68400.0,1,1,4
52,Landed Property,51000,603840.0,72000,163200.0,4,3,3
35,3-Room Flat,54000,299700.0,84000,81000.0,1,4,1
24,Executive Flat,43000,63640.0,11000,17200.0,1,3,1
34,Apartment,54000,279720.0,72000,75600.0,1,1,2
37,Apartment,66000,415140.0,60000,112200.0,3,3,4
46,Executive Flat,85000,817700.0,84000,221000.0,7,9,10
26,Executive Flat,48000,106560.0,8000,28800.0,2,1,4
24,Executive Flat,44000,65120.0,15000,17600.0,1,1,1
36,4-Room Flat,49000,290080.0,84000,78400.0,1,3,1
26,1&2-Room Flat,55000,122100.0,12000,33000.0,2,2,5
37,5-Room,57000,358530.0,84000,96900.0,2,1,4
33,Landed Property,49000,235690.0,108000,63700.0,1,3,1
58,Landed Property,125000,1701250.0,72000,475000.0,10,10,8
51,5-Room,66000,757020.0,72000,204600.0,6,3,8
52,Landed Property,127000,1503680.0,60000,406400.0,10,7,9
54,Apartment,120000,1509600.0,96000,408000.0,10,10,9
62,Condominium,116000,1680840.0,108000,487200.0,10,8,7
61,1&2-Room Flat,150000,2140500.0,84000,615000.0,10,10,7
62,1&2-Room Flat,121000,1753290.0,96000,508200.0,10,8,7
58,5-Room,105000,1429050.0,72000,399000.0,10,9,7
47,Condominium,52000,519480.0,108000,140400.0,2,1,2
32,Landed Property,69000,306360.0,108000,82800.0,1,4,4
46,1&2-Room Flat,52000,500240.0,60000,135200.0,4,5,6
57,Executive Flat,79000,1057810.0,96000,292300.0,9,10,6
61,Landed Property,59000,841930.0,96000,241900.0,6,3,3
44,1&2-Room Flat,101000,896880.0,72000,242400.0,9,10,9
26,Executive Flat,71000,157620.0,10000,42600.0,3,1,2
45,Executive Flat,123000,1137750.0,96000,307500.0,10,9,9
32,3-Room Flat,56000,248640.0,108000,67200.0,1,2,3
45,Landed Property,111000,1026750.0,108000,277500.0,9,10,9
56,Landed Property,130000,1712100.0,108000,468000.0,10,10,10
32,3-Room Flat,57000,253080.0,84000,68400.0,1,1,4
58,Executive Flat,146000,1987060.0,96000,554800.0,10,10,9
21,1&2-Room Flat,47000,17390.0,15000,4700.0,1,1,1
49,1&2-Room Flat,92000,987160.0,84000,266800.0,9,7,8
27,4-Room Flat,69000,178710.0,20000,48300.0,3,1,1
49,Executive Flat,66000,708180.0,60000,191400.0,6,7,8
56,1&2-Room Flat,65000,856050.0,84000,234000.0,7,8,4
37,Executive Flat,53000,333370.0,60000,90100.0,2,5,4
33,Condominium,55000,264550.0,72000,71500.0,1,1,2
63,1&2-Room Flat,74000,1088540.0,96000,318200.0,9,7,9
36,4-Room Flat,56000,331520.0,108000,89600.0,1,4,1
59,4-Room Flat,91000,1258530.0,60000,354900.0,10,10,7
32,5-Room,80000,355200.0,108000,96000.0,2,1,4
46,3-Room Flat,132000,1269840.0,72000,343200.0,10,8,8
31,3-Room Flat,49000,199430.0,84000,53900.0,1,1,1
52,4-Room Flat,138000,1633920.0,96000,441600.0,10,10,8
62,Landed Property,132000,1912680.0,72000,554400.0,10,9,7
25,Executive Flat,55000,101750.0,15000,27500.0,2,1,1
34,Executive Flat,68000,352240.0,60000,95200.0,3,6,1
25,4-Room Flat,30000,55500.0,18000,15000.0,1,3,3
52,Condominium,135000,1598400.0,96000,432000.0,10,7,10
48,1&2-Room Flat,66000,683760.0,108000,184800.0,4,6,1
22,1&2-Room Flat,54000,39960.0,20000,10800.0,1,3,1
36,Apartment,68000,402560.0,84000,108800.0,3,3,5
25,1&2-Room Flat,48000,88800.0,5000,24000.0,2,5,2
47,3-Room Flat,127000,1268730.0,60000,342900.0,10,10,7
44,Landed Property,71000,630480.0,108000,170400.0,4,2,4
30,5-Room,50000,185000.0,108000,50000.0,1,1,1
45,Apartment,140000,1295000.0,60000,350000.0,10,8,10
60,1&2-Room Flat,133000,1868650.0,108000,532000.0,10,10,9
50,3-Room Flat,50000,555000.0,108000,150000.0,3,5,1
43,5-Room,74000,629740.0,72000,170200.0,5,3,3
52,3-Room Flat,104000,1231360.0,96000,332800.0,10,10,10
30,4-Room Flat,75000,277500.0,108000,75000.0,1,1,3
63,1&2-Room Flat,65000,956150.0,72000,279500.0,9,7,9
32,3-Room Flat,62000,275280.0,96000,74400.0,1,4,2
57,4-Room Flat,148000,1981720.0,96000,547600.0,10,7,10
56,Executive Flat,50000,658500.0,108000,180000.0,4,6,3
33,1&2-Room Flat,58000,278980.0,72000,75400.0,2,5,4
57,Apartment,76000,1017640.0,96000,281200.0,8,10,6
49,Condominium,133000,1427090.0,72000,385700.0,10,7,10
32,Apartment,59000,261960.0,108000,70800.0,1,1,3
35,Apartment,67000,371850.0,72000,100500.0,3,2,5
37,Landed Property,42000,264180.0,60000,71400.0,1,1,4
23,Executive Flat,52000,57720.0,13000,15600.0,1,2,1
30,Condominium,62000,229400.0,108000,62000.0,1,1,2
34,Condominium,65000,336700.0,84000,91000.0,2,1,2
43,Condominium,74000,629740.0,60000,170200.0,6,3,8
27,1&2-Room Flat,60000,155400.0,14000,42000.0,2,1,3
43,Landed Property,97000,825470.0,96000,223100.0,7,4,6
53,4-Room Flat,104000,1269840.0,108000,343200.0,10,7,7
65,Executive Flat,131000,1984650.0,72000,589500.0,10,10,10
23,1&2-Room Flat,38000,42180.0,14000,11400.0,1,4,4
27,Executive Flat,42000,108780.0,9000,29400.0,2,4,4
20,5-Room,59000,0.0,7000,0.0,1,2,3
33,Executive Flat,63000,303030.0,84000,81900.0,2,5,4
63,Landed Property,55000,809050.0,60000,236500.0,7,8,6
60,4-Room Flat,97000,1362850.0,108000,388000.0,10,10,8
48,Executive Flat,100000,1036000.0,60000,280000.0,10,8,7
27,Executive Flat,46000,119140.0,6000,32200.0,2,3,1
36,Landed Property,70000,414400.0,72000,112000.0,3,1,2
60,Executive Flat,107000,1503350.0,84000,428000.0,10,10,10
43,5-Room,59000,502090.0,96000,135700.0,3,1,2
40,Condominium,77000,569800.0,84000,154000.0,4,1,7
38,3-Room Flat,44000,293040.0,96000,79200.0,1,1,1
56,Executive Flat,88000,1158960.0,60000,316800.0,10,10,9
48,3-Room Flat,66000,683760.0,60000,184800.0,6,9,3
23,3-Room Flat,51000,56610.0,7000,15300.0,1,1,1
60,5-Room,58000,814900.0,60000,232000.0,7,5,5
55,Apartment,61000,789950.0,72000,213500.0,6,4,3
46,4-Room Flat,129000,1240980.0,96000,335400.0,10,10,8
41,3-Room Flat,112000,870240.0,96000,235200.0,8,10,10
61,Apartment,129000,1840830.0,60000,528900.0,10,10,10
39,1&2-Room Flat,64000,449920.0,96000,121600.0,2,5,1
20,5-Room,50000,0.0,13000,0.0,1,1,1
22,Executive Flat,33000,24420.0,19000,6600.0,1,2,4
60,Executive Flat,60000,843000.0,96000,240000.0,6,9,7
65,Apartment,50000,757500.0,72000,225000.0,6,9,4
47,Executive Flat,88000,879120.0,60000,237600.0,8,10,6
54,4-Room Flat,80000,1006400.0,84000,272000.0,8,5,8
22,4-Room Flat,45000,33300.0,5000,9000.0,1,1,2
35,3-Room Flat,74000,410700.0,108000,111000.0,2,5,2
56,5-Room,111000,1461870.0,72000,399600.0,10,10,9
42,Executive Flat,96000,781440.0,60000,211200.0,8,5,5
28,Executive Flat,56000,165760.0,15000,44800.0,2,4,1
44,1&2-Room Flat,129000,1145520.0,108000,309600.0,10,10,10
46,5-Room,116000,1115920.0,60000,301600.0,10,10,10
28,4-Room Flat,48000,142080.0,18000,38400.0,2,1,2
63,4-Room Flat,59000,867890.0,60000,253700.0,8,7,5
20,1&2-Room Flat,37000,0.0,16000,0.0,1,1,2
53,1&2-Room Flat,93000,1135530.0,60000,306900.0,10,7,8
27,Executive Flat,63000,163170.0,18000,44100.0,2,1,1
31,Apartment,75000,305250.0,72000,82500.0,2,1,3
55,1&2-Room Flat,58000,751100.0,60000,203000.0,6,9,7
27,3-Room Flat,50000,129500.0,14000,35000.0,2,5,1
49,1&2-Room Flat,128000,1373440.0,108000,371200.0,10,10,8
54,Condominium,86000,1081880.0,96000,292400.0,9,6,10
27,4-Room Flat,55000,142450.0,18000,38500.0,2,4,1
55,4-Room Flat,109000,1411550.0,96000,381500.0,10,7,8
62,4-Room Flat,51000,738990.0,72000,214200.0,6,5,5
32,1&2-Room Flat,80000,355200.0,60000,96000.0,3,2,1
26,4-Room Flat,55000,122100.0,15000,33000.0,2,1,3
55,Condominium,81000,1048950.0,108000,283500.0,8,10,7
34,Executive Flat,79000,409220.0,108000,110600.0,2,4,2
60,Condominium,145000,2037250.0,84000,580000.0,10,10,10
26,Executive Flat,42000,93240.0,12000,25200.0,1,2,1
63,1&2-Room Flat,118000,1735780.0,72000,507400.0,10,8,9
52,3-Room Flat,57000,674880.0,72000,182400.0,5,3,3
37,Landed Property,73000,459170.0,96000,124100.0,3,3,6
29,5-Room,64000,213120.0,19000,57600.0,3,4,1
25,3-Room Flat,39000,72150.0,14000,19500.0,1,1,1
60,Apartment,146000,2051300.0,108000,584000.0,10,10,10
58,3-Room Flat,76000,1034360.0,108000,288800.0,8,5,9
20,1&2-Room Flat,31000,0.0,9000,0.0,1,1,1
35,3-Room Flat,48000,266400.0,72000,72000.0,1,3,1
60,3-Room Flat,121000,1700050.0,108000,484000.0,10,10,10
56,Executive Flat,119000,1567230.0,60000,428400.0,10,10,10
20,4-Room Flat,51000,0.0,5000,0.0,1,2,1
47,Executive Flat,150000,1498500.0,84000,405000.0,10,10,10
22,4-Room Flat,56000,41440.0,11000,11200.0,1,2,2
39,Landed Property,45000,316350.0,108000,85500.0,1,3,1
50,Executive Flat,81000,899100.0,108000,243000.0,7,8,8
30,1&2-Room Flat,62000,229400.0,108000,62000.0,1,2,4
30,Apartment,62000,229400.0,84000,62000.0,1,1,1
29,5-Room,76000,253080.0,12000,68400.0,4,5,1
35,4-Room Flat,64000,355200.0,96000,96000.0,2,2,4
25,5-Room,35000,64750.0,8000,17500.0,1,3,3
61,3-Room Flat,149000,2126230.0,96000,610900.0,10,7,10
49,5-Room,118000,1266140.0,108000,342200.0,10,10,10
21,5-Room,31000,11470.0,16000,3100.0,1,2,1
61,1&2-Room Flat,102000,1455540.0,72000,418200.0,10,10,8
32,Executive Flat,56000,248640.0,60000,67200.0,2,1,1
32,Executive Flat,53000,235320.0,108000,63600.0,1,2,1
59,Executive Flat,70000,968100.0,60000,273000.0,9,10,7
36,3-Room Flat,42000,248640.0,60000,67200.0,1,2,1
51,Condominium,145000,1663150.0,72000,449500.0,10,9,10
47,Condominium,66000,659340.0,108000,178200.0,4,6,7
27,3-Room Flat,43000,111370.0,17000,30100.0,1,1,4
45,Executive Flat,126000,1165500.0,96000,315000.0,10,10,10
55,4-Room Flat,61000,789950.0,96000,213500.0,5,2,6
43,Executive Flat,117000,995670.0,108000,269100.0,9,9,10
37,Executive Flat,79000,496910.0,108000,134300.0,3,1,5
41,5-Room,110000,854700.0,72000,231000.0,8,9,7
43,Condominium,120000,1021200.0,60000,276000.0,10,9,10
45,Executive Flat,78000,721500.0,84000,195000.0,6,9,7
34,1&2-Room Flat,61000,315980.0,108000,85400.0,1,1,1
30,3-Room Flat,80000,296000.0,60000,80000.0,3,4,4
32,5-Room,63000,279720.0,84000,75600.0,1,1,1
43,Apartment,72000,612720.0,72000,165600.0,5,6,8
64,3-Room Flat,63000,940590.0,60000,277200.0,9,7,10
51,Condominium,130000,1491100.0,72000,403000.0,10,10,10
25,3-Room Flat,47000,86950.0,10000,23500.0,2,3,5
62,4-Room Flat,54000,782460.0,60000,226800.0,7,8,7
32,1&2-Room Flat,80000,355200.0,96000,96000.0,2,1,1
55,3-Room Flat,127000,1644650.0,108000,444500.0,10,8,10
40,Apartment,76000,562400.0,84000,152000.0,4,1,5
50,Apartment,72000,799200.0,72000,216000.0,7,9,5
28,Executive Flat,46000,136160.0,5000,36800.0,2,1,1
25,Executive Flat,49000,90650.0,8000,24500.0,2,1,1
20,3-Room Flat,48000,0.0,17000,0.0,1,1,1
50,3-Room Flat,94000,1043400.0,84000,282000.0,9,7,6
25,1&2-Room Flat,37000,68450.0,6000,18500.0,1,1,2
30,3-Room Flat,78000,288600.0,84000,78000.0,2,1,3
23,1&2-Room Flat,38000,42180.0,5000,11400.0,1,4,1
64,5-Room,108000,1612440.0,72000,475200.0,10,10,10
27,1&2-Room Flat,53000,137270.0,10000,37100.0,2,1,1
31,Apartment,69000,280830.0,84000,75900.0,2,1,5
65,3-Room Flat,134000,2030100.0,60000,603000.0,10,10,9
54,1&2-Room Flat,74000,930920.0,72000,251600.0,8,9,10
38,Condominium,60000,399600.0,72000,108000.0,3,5,4
23,3-Room Flat,39000,43290.0,13000,11700.0,1,1,4
23,Executive Flat,45000,49950.0,18000,13500.0,1,1,1
59,Apartment,133000,1839390.0,96000,518700.0,10,9,10
46,Condominium,96000,923520.0,72000,249600.0,9,7,10
28,1&2-Room Flat,61000,180560.0,14000,48800.0,3,5,1
41,5-Room,117000,909090.0,60000,245700.0,10,10,10
45,Executive Flat,72000,666000.0,108000,180000.0,4,3,1
35,3-Room Flat,60000,333000.0,60000,90000.0,3,3,2
57,Executive Flat,140000,1874600.0,96000,518000.0,10,10,9
30,Landed Property,67000,247900.0,96000,67000.0,1,1,4
60,4-Room Flat,69000,969450.0,60000,276000.0,9,7,6
55,Landed Property,97000,1256150.0,60000,339500.0,10,7,7
53,Condominium,79000,964590.0,60000,260700.0,9,9,8
33,Landed Property,56000,269360.0,84000,72800.0,1,1,3
21,3-Room Flat,40000,14800.0,19000,4000.0,1,1,4
40,1&2-Room Flat,61000,451400.0,96000,122000.0,2,1,1
24,3-Room Flat,51000,75480.0,5000,20400.0,2,3,2
